"dis1","dis2","Count"
"食管良性肿瘤","结肠良性肿瘤",1
"食管良性肿瘤","结肠憩室",1
"食管良性肿瘤","结肠息肉",10
"食管良性肿瘤","结肠炎",3
"食管良性肿瘤","颈动脉硬化",1
"食管良性肿瘤","颈椎关节强硬",1
"食管良性肿瘤","颈椎间盘突出",2
"食管良性肿瘤","颈椎退行性病变",2
"食管良性肿瘤","老年瘙痒症",1
"食管良性肿瘤","卵巢囊肿",2
"食管良性肿瘤","慢性肠炎",1
"食管良性肿瘤","慢性化脓性中耳炎",1
"食管良性肿瘤","慢性浅表性胃炎",25
"食管良性肿瘤","慢性失血性贫血",1
"食管良性肿瘤","慢性十二指肠球部溃疡",2
"食管良性肿瘤","慢性萎缩性胃炎",14
"食管良性肿瘤","慢性胃窦炎",11
"食管良性肿瘤","慢性胃炎",33
"食管良性肿瘤","慢性咽炎",1
"食管良性肿瘤","慢性支气管炎",2
"食管良性肿瘤","糜烂性胃炎",2
"食管良性肿瘤","脑梗塞",1
"食管良性肿瘤","内痔",2
"食管良性肿瘤","贫血",2
"食管良性肿瘤","前列腺增生",3
"食管良性肿瘤","腔隙性脑梗死",1
"食管良性肿瘤","肾结石",1
"食管良性肿瘤","升结肠息肉",1
"食管良性肿瘤","十二指肠良性肿瘤",2
"食管良性肿瘤","十二指肠球部溃疡",1
"食管良性肿瘤","十二指肠球部息肉",6
"食管良性肿瘤","十二指肠球炎",1
"食管良性肿瘤","十二指肠息肉",3
"食管良性肿瘤","十二指肠炎",2
"食管良性肿瘤","食管白斑",6
"食管良性肿瘤","食管的其他特指疾病",4
"食管良性肿瘤","食管疾病，未特指",1
"食管良性肿瘤","食管静脉瘤",1
"食管良性肿瘤","食管良性肿瘤",2
"食管良性肿瘤","食管裂孔疝",1
"食管良性肿瘤","食管破裂",1
"食管良性肿瘤","食管炎",3
"食管良性肿瘤","萎缩性胃炎",1
"食管良性肿瘤","胃窦炎",8
"食管良性肿瘤","胃黄色斑",2
"食管良性肿瘤","胃溃疡",2
"食管良性肿瘤","胃良性肿瘤",7
"食管良性肿瘤","胃十二指肠炎",2
"食管良性肿瘤","胃息肉",15
"食管良性肿瘤","胃炎",1
"食管良性肿瘤","下肢静脉曲张",1
"食管良性肿瘤","先天性胃血管畸形",1
"食管良性肿瘤","心动过缓",3
"食管良性肿瘤","心房纤颤和扑动",1
"食管良性肿瘤","心律失常",2
"食管良性肿瘤","乙型肝炎病毒携带者急性δ因子重复感染",1
"食管良性肿瘤","乙状结肠息肉",1
"食管良性肿瘤","营养性巨幼细胞性贫血",1
"食管良性肿瘤","应激性溃疡",1
"食管良性肿瘤","幽门螺旋杆菌感染",1
"食管良性肿瘤","疣状胃炎",3
"食管良性肿瘤","真菌性食管炎",1
"食管良性肿瘤","脂肪肝",9
"食管良性肿瘤","直肠良性肿瘤",1
"食管良性肿瘤","直肠息肉",5
"食管良性肿瘤","直肠炎",5
"食管良性肿瘤","椎基底动脉供血不足",1
"食管良性肿瘤","子宫切除术后状态",1
"食管良性肿瘤","阻塞性睡眠呼吸暂停综合征",1
"食管上段恶性肿瘤","肺部感染",1
"食管上段恶性肿瘤","食管瘘",1
"食管上三分之一恶性肿瘤","2型糖尿病",1
"食管上三分之一恶性肿瘤","反流性食管炎",1
"食管上三分之一恶性肿瘤","放疗后恢复期",1
"食管上三分之一恶性肿瘤","高血压Ⅲ期",1
"食管上三分之一恶性肿瘤","高血压病",1
"食管上三分之一恶性肿瘤","黄色瘤",1
"食管上三分之一恶性肿瘤","结肠原位癌",1
"食管上三分之一恶性肿瘤","慢性十二指肠球部溃疡",1
"食管上三分之一恶性肿瘤","慢性萎缩性胃炎",1
"食管上三分之一恶性肿瘤","慢性胃炎",1
"食管上三分之一恶性肿瘤","十二指肠息肉",1
"食管上三分之一恶性肿瘤","食管白斑",1
"食管上三分之一恶性肿瘤","食管胃吻合口狭窄",1
"食管上三分之一恶性肿瘤","食管下三分之一恶性肿瘤",1
"食管上三分之一恶性肿瘤","胃息肉",1
"食管上三分之一恶性肿瘤","心律失常",1
"食管上三分之一恶性肿瘤","纵隔淋巴结继发恶性肿瘤",1
"食管胃连接处恶性肿瘤","腹腔淋巴结继发恶性肿瘤",1
"食管下段恶性肿瘤","结节性甲状腺肿",1
"食管下段恶性肿瘤","心律失常",1
"食管下三分之一恶性肿瘤","非胰岛素依赖型糖尿病",1
"食管下三分之一恶性肿瘤","肺炎",1
"食管下三分之一恶性肿瘤","附睾炎",1
"食管下三分之一恶性肿瘤","高血压Ⅲ期",1
"食管下三分之一恶性肿瘤","高血压病",2
"食管下三分之一恶性肿瘤","淋巴结继发恶性肿瘤",1
"食管下三分之一恶性肿瘤","慢性萎缩性胃炎",1
"食管下三分之一恶性肿瘤","脑出血后遗症",1
"食管下三分之一恶性肿瘤","脑梗死后遗症",1
"食管下三分之一恶性肿瘤","缺铁性贫血",1
"食管下三分之一恶性肿瘤","食管继发恶性肿瘤",1
"食管下三分之一恶性肿瘤","纵隔淋巴结继发恶性肿瘤",1
"食管原位癌","2型糖尿病",1
"食管原位癌","不完全性右束支传导阻滞",1
"食管原位癌","肠道菌群失调",1
"食管原位癌","单纯性肾囊肿",1
"食管原位癌","胆囊结石",1
"食管原位癌","胆囊息肉",1
"食管原位癌","低蛋白血症",2
"食管原位癌","癫痫",1
"食管原位癌","电解质代谢紊乱",1
"食管原位癌","多发性结肠息肉",1
"食管原位癌","反流性食管炎",1
"食管原位癌","肺炎",2
"食管原位癌","肝囊肿",1
"食管原位癌","肝血管瘤病",1
"食管原位癌","高血压",1
"食管原位癌","高血压Ⅱ期",1
"食管原位癌","高血压I期",1
"食管原位癌","高血压病",2
"食管原位癌","高脂血症",4
"食管原位癌","更换胃造瘘导管",1
"食管原位癌","冠心病",1
"食管原位癌","冠状动脉粥样硬化性心脏病",1
"食管原位癌","间质性纤维化性肺泡炎",1
"食管原位癌","结肠黑变病",1
"食管原位癌","颈椎退行性病变",1
"食管原位癌","溃疡性结肠炎",1
"食管原位癌","老年性肺气肿",1
"食管原位癌","慢性浅表性胃炎",3
"食管原位癌","慢性失血性贫血",1
"食管原位癌","慢性萎缩性胃炎",4
"食管原位癌","慢性胃窦炎",1
"食管原位癌","慢性胃炎",3
"食管原位癌","慢性咽炎",1
"食管原位癌","脑梗死",1
"食管原位癌","气管支气管炎",1
"食管原位癌","肾萎缩",1
"食管原位癌","十二指肠球部溃疡",1
"食管原位癌","十二指肠球炎",1
"食管原位癌","食管白斑",4
"食管原位癌","食管狭窄",1
"食管原位癌","锁骨上淋巴结继发恶性肿瘤",1
"食管原位癌","糖尿病",1
"食管原位癌","胃窦炎",1
"食管原位癌","胃溃疡",1
"食管原位癌","胃息肉",5
"食管原位癌","营养性贫血",1
"食管原位癌","疣状胃炎",1
"食管原位癌","原发性甲状腺功能减退症",1
"食管原位癌","脂肪肝",2
"食管原位癌","直肠炎",1
"食管原位癌","椎基底动脉供血不足",1
"食管原位癌","纵隔淋巴结继发恶性肿瘤",1
"食管中段恶性肿瘤","反流性食管炎",1
"食管中段恶性肿瘤","高血压",1
"食管中段恶性肿瘤","呼吸衰竭",1
"食管中段恶性肿瘤","胃息肉",1
"食管中三分之一恶性肿瘤","2型糖尿病",1
"食管中三分之一恶性肿瘤","胆囊息肉",1
"食管中三分之一恶性肿瘤","风湿性关节炎",1
"食管中三分之一恶性肿瘤","肝囊肿",1
"食管中三分之一恶性肿瘤","肝硬化",1
"食管中三分之一恶性肿瘤","高血压I",1
"食管中三分之一恶性肿瘤","高血压I期",4
"食管中三分之一恶性肿瘤","高血压病",8
"食管中三分之一恶性肿瘤","冠状动脉粥样硬化",1
"食管中三分之一恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"食管中三分之一恶性肿瘤","慢性萎缩性胃炎",3
"食管中三分之一恶性肿瘤","慢性胃炎",2
"食管中三分之一恶性肿瘤","慢性胃炎，未特指",1
"食管中三分之一恶性肿瘤","慢性支气管炎",1
"食管中三分之一恶性肿瘤","脑梗死个人史",1
"食管中三分之一恶性肿瘤","脑梗死后遗症",1
"食管中三分之一恶性肿瘤","脑血管病",1
"食管中三分之一恶性肿瘤","全身性硬皮病",1
"食管中三分之一恶性肿瘤","十二指肠溃疡",1
"食管中三分之一恶性肿瘤","食管瘘",1
"食管中三分之一恶性肿瘤","食管气管瘘",1
"食管中三分之一恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",1
"食管中三分之一恶性肿瘤","胃淋巴结继发恶性肿瘤",1
"食管中三分之一恶性肿瘤","胃息肉",1
"食管中三分之一恶性肿瘤","吸入性肺炎",1
"食管中三分之一恶性肿瘤","主动脉瘤",1
"食管肿瘤","贲门溃疡",1
"食管肿瘤","多发性结肠息肉",1
"食管肿瘤","高钾血症",1
"食管肿瘤","慢性浅表性胃炎",1
"食管肿瘤","十二指肠溃疡",1
"食管肿瘤","疣状胃炎",1
"食管肿瘤","肘管综合征",1
"输卵管恶性肿瘤","2型糖尿病",1
"输卵管恶性肿瘤","非胰岛素依赖型糖尿病",1
"输卵管恶性肿瘤","高血压病",4
"输卵管恶性肿瘤","手术后恶性肿瘤化学治疗",1
"输卵管恶性肿瘤","糖尿病",1
"输卵管恶性肿瘤","特指化学治疗",1
"输卵管恶性肿瘤","特指糖尿病",1
"输卵管良性肿瘤","病毒性肝炎病原携带者",1
"输卵管良性肿瘤","宫颈炎性疾病",1
"输卵管良性肿瘤","结肠炎",1
"输卵管良性肿瘤","老年性阴道炎",1
"输卵管良性肿瘤","心律失常",1
"输卵管良性肿瘤","子宫良性肿瘤",1
"输尿管恶性肿瘤","电解质紊乱",1
"输尿管恶性肿瘤","高血压病",3
"输尿管恶性肿瘤","慢性阻塞性肺病",1
"输尿管恶性肿瘤","泌尿道感染",1
"输尿管恶性肿瘤","膀胱颈恶性肿瘤",1
"输尿管恶性肿瘤","盆腔继发恶性肿瘤",1
"输尿管恶性肿瘤","青年起病成年型糖尿病",1
"输尿管恶性肿瘤","肾盂积水",1
"输尿管恶性肿瘤","特指肾盂积水",3
"输尿管恶性肿瘤","下肢静脉血栓形成",1
"输尿管继发恶性肿瘤","特指肾盂积水",1
"输尿管口恶性肿瘤","肺继发恶性肿瘤",1
"输尿管口恶性肿瘤","肾盂积水",1
"输尿管肿瘤","肾萎缩",1
"四肢皮肤和皮下组织良性脂肪瘤样肿瘤","胸壁黑素细胞痣",1
"四肢皮肤继发恶性肿瘤","前列腺增生",1
"四肢皮肤继发恶性肿瘤","脂肪肝",1
"锁骨恶性肿瘤","肺部感染",1
"锁骨上淋巴结继发恶性肿瘤","低蛋白血症",1
"锁骨上淋巴结继发恶性肿瘤","低钾血症",2
"锁骨上淋巴结继发恶性肿瘤","低钠血症",3
"锁骨上淋巴结继发恶性肿瘤","恶病质",1
"锁骨上淋巴结继发恶性肿瘤","肺部感染",5
"锁骨上淋巴结继发恶性肿瘤","肺继发恶性肿瘤",9
"锁骨上淋巴结继发恶性肿瘤","肺继发性恶性肿瘤",2
"锁骨上淋巴结继发恶性肿瘤","肺门淋巴结继发恶性肿瘤",1
"锁骨上淋巴结继发恶性肿瘤","腹股沟和下肢淋巴结继发性和未特指恶性肿瘤",1
"锁骨上淋巴结继发恶性肿瘤","肝继发恶性肿瘤",7
"锁骨上淋巴结继发恶性肿瘤","高血压Ⅱ期",1
"锁骨上淋巴结继发恶性肿瘤","高血压I期",4
"锁骨上淋巴结继发恶性肿瘤","高血压病",2
"锁骨上淋巴结继发恶性肿瘤","更换胃造瘘导管",1
"锁骨上淋巴结继发恶性肿瘤","骨继发恶性肿瘤",8
"锁骨上淋巴结继发恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"锁骨上淋巴结继发恶性肿瘤","混合性贫血",3
"锁骨上淋巴结继发恶性肿瘤","继发性血小板减少",1
"锁骨上淋巴结继发恶性肿瘤","颈部淋巴结继发恶性肿瘤",2
"锁骨上淋巴结继发恶性肿瘤","颈内静脉血栓形成",1
"锁骨上淋巴结继发恶性肿瘤","酒精性肝纤维化和肝硬化",1
"锁骨上淋巴结继发恶性肿瘤","抗利尿激素不适当分泌综合征",1
"锁骨上淋巴结继发恶性肿瘤","粒细胞缺乏",1
"锁骨上淋巴结继发恶性肿瘤","链球菌性肺炎",1
"锁骨上淋巴结继发恶性肿瘤","慢性喘息性支气管炎",1
"锁骨上淋巴结继发恶性肿瘤","慢性阻塞性支气管炎",1
"锁骨上淋巴结继发恶性肿瘤","泌尿道感染",1
"锁骨上淋巴结继发恶性肿瘤","脑继发恶性肿瘤",2
"锁骨上淋巴结继发恶性肿瘤","盆腔淋巴结继发性恶性肿瘤",1
"锁骨上淋巴结继发恶性肿瘤","皮层下动脉硬化性脑病",1
"锁骨上淋巴结继发恶性肿瘤","贫血，未特指",1
"锁骨上淋巴结继发恶性肿瘤","上腔静脉综合征",2
"锁骨上淋巴结继发恶性肿瘤","上消化道出血",1
"锁骨上淋巴结继发恶性肿瘤","上肢静脉血栓形成",3
"锁骨上淋巴结继发恶性肿瘤","肾上腺继发恶性肿瘤",1
"锁骨上淋巴结继发恶性肿瘤","十二指肠梗阻",1
"锁骨上淋巴结继发恶性肿瘤","锁骨下淋巴结继发恶性肿瘤",1
"锁骨上淋巴结继发恶性肿瘤","心律失常",1
"锁骨上淋巴结继发恶性肿瘤","胸部结缔组织和软组织恶性肿瘤",1
"锁骨上淋巴结继发恶性肿瘤","胸膜继发恶性肿瘤",2
"锁骨上淋巴结继发恶性肿瘤","胸腔积液",9
"锁骨上淋巴结继发恶性肿瘤","腋下淋巴结继发恶性肿瘤",3
"锁骨上淋巴结继发恶性肿瘤","脂肪肝",4
"锁骨上淋巴结继发恶性肿瘤","纵隔淋巴结继发恶性肿瘤",4
"锁骨上淋巴结继发恶性肿瘤","纵隔淋巴结肿大",4
"锁骨下淋巴结继发恶性肿瘤","多个部位淋巴结继发性恶性肿瘤",1
"锁骨下淋巴结继发恶性肿瘤","肺继发恶性肿瘤",3
"锁骨下淋巴结继发恶性肿瘤","肝继发恶性肿瘤",1
"锁骨下淋巴结继发恶性肿瘤","颈部淋巴结继发恶性肿瘤",1
"锁骨下淋巴结继发恶性肿瘤","胃恶性肿瘤个人史",1
"锁骨下淋巴结继发恶性肿瘤","心包积液",2
"锁骨下淋巴结继发恶性肿瘤","胸腔积液",1
"锁骨下淋巴结继发恶性肿瘤","腋下淋巴结继发恶性肿瘤",1
"锁骨下淋巴结继发恶性肿瘤","纵隔淋巴结继发恶性肿瘤",1
"特指不明确部位的恶性肿瘤","肝继发恶性肿瘤",1
"特指部位继发性恶性肿瘤","冠状动脉粥样硬化性心脏病",1
"特指部位继发性恶性肿瘤","盆腔淋巴结继发性恶性肿瘤",1
"特指部位继发性恶性肿瘤","上消化道出血",1
"特指部位继发性恶性肿瘤","食管恶性肿瘤",1
"特指部位继发性恶性肿瘤","食管静脉曲张",1
"特指部位继发性恶性肿瘤","锁骨上淋巴结继发恶性肿瘤",1
"特指部位良性肿瘤","鼻甲肥大",1
"特指部位良性肿瘤","慢性上颌窦炎",1
"特指部位良性肿瘤","屈光不正",1
"特指肝恶性肿瘤","肺继发恶性肿瘤",1
"特指肝恶性肿瘤","腹股沟结缔组织恶性肿瘤",1
"特指呼吸器官继发性恶性肿瘤","胆囊结石",1
"特指呼吸器官继发性恶性肿瘤","低氯血症",1
"特指呼吸器官继发性恶性肿瘤","低钠血症",1
"特指类型非霍奇金淋巴瘤","肝继发恶性肿瘤",1
"特指类型非霍奇金淋巴瘤","特指消化器官继发性恶性肿瘤",1
"特指类型弥漫性非霍奇金淋巴瘤","低蛋白血症",1
"特指类型弥漫性非霍奇金淋巴瘤","高脂血症",1
"特指类型弥漫性非霍奇金淋巴瘤","急性肾衰竭",1
"特指类型弥漫性非霍奇金淋巴瘤","肾性高血压",1
"特指内分泌腺良性肿瘤","白内障",1
"特指内分泌腺良性肿瘤","高眼压症",1
"特指女性生殖器官恶性肿瘤","功能障碍性子宫出血",1
"特指消化器官继发性恶性肿瘤","低蛋白血症",1
"特指消化器官继发性恶性肿瘤","高血压Ⅱ期",1
"特指消化器官继发性恶性肿瘤","胸腔积液",1
"特指小肠良性肿瘤","慢性浅表性胃炎",1
"头、面和颈淋巴结继发性和未特指恶性肿瘤","低蛋白血症",1
"头、面和颈淋巴结继发性和未特指恶性肿瘤","电解质紊乱",1
"头、面和颈淋巴结继发性和未特指恶性肿瘤","胸椎继发性恶性肿瘤",1
"头、面和颈淋巴结继发性和未特指恶性肿瘤","纵隔继发性恶性肿瘤",1
"头部良性肿瘤","食管白斑",1
"头部良性肿瘤","胃息肉",1
"头部淋巴结继发恶性肿瘤","高血压Ⅲ期",1
"头部淋巴结继发恶性肿瘤","高脂血症",1
"头部淋巴结继发恶性肿瘤","获得性肾囊肿",1
"头部血管瘤","鞘膜积液",1
"头皮良性肿瘤","高血压",1
"头皮良性肿瘤","高血压I期",1
"臀部良性肿瘤","肺炎",1
"臀部良性肿瘤","高血压病",1
"臀部良性肿瘤","冠状动脉性心脏病",1
"外耳道良性肿瘤","高血压病",1
"外耳道良性肿瘤","高血压性心脏病及肾脏病",1
"外耳道良性肿瘤","外耳道坏死",1
"外耳道良性肿瘤","真菌性外耳道炎",1
"外耳道皮肤恶性肿瘤","慢性化脓性中耳炎",1
"外耳道皮肤恶性肿瘤","双侧感音神经性耳聋",1
"外耳道皮肤良性肿瘤","慢性中耳炎",1
"外套细胞性淋巴瘤","电解质代谢紊乱",1
"外套细胞性淋巴瘤","肺部感染",1
"外套细胞性淋巴瘤","腹水",1
"外套细胞性淋巴瘤","混合性贫血",2
"外套细胞性淋巴瘤","前列腺增生",1
"外套细胞性淋巴瘤","脂肪肝",1
"外阴恶性肿瘤","高血压I期",2
"外阴恶性肿瘤","慢性失血性贫血",1
"外周T细胞淋巴瘤","急性化脓性扁桃体炎",1
"顽固性贫血","高脂血症",1
"顽固性贫血","慢性肝功能衰竭",1
"未分化细胞白血病","乙型肝炎病毒携带者急性δ因子重复感染",1
"胃底恶性肿瘤","不完全性肠梗阻",1
"胃底恶性肿瘤","胆囊炎",1
"胃底恶性肿瘤","腹腔继发恶性肿瘤",1
"胃底恶性肿瘤","肝继发恶性肿瘤",1
"胃底恶性肿瘤","高血压Ⅱ期",1
"胃底恶性肿瘤","食管的其他特指疾病",1
"胃底恶性肿瘤","胃息肉",1
"胃窦恶性肿瘤","2型糖尿病",5
"胃窦恶性肿瘤","残胃恶性肿瘤",1
"胃窦恶性肿瘤","单纯性肾囊肿",1
"胃窦恶性肿瘤","胆囊结石伴特指胆囊炎",1
"胃窦恶性肿瘤","低蛋白血症",3
"胃窦恶性肿瘤","低钾血症",1
"胃窦恶性肿瘤","低钠血症",2
"胃窦恶性肿瘤","恶性腹水",1
"胃窦恶性肿瘤","恶性贫血",1
"胃窦恶性肿瘤","肺部感染",2
"胃窦恶性肿瘤","肺大泡",1
"胃窦恶性肿瘤","肺继发恶性肿瘤",1
"胃窦恶性肿瘤","腹腔继发恶性肿瘤",3
"胃窦恶性肿瘤","腹腔继发性恶性肿瘤",1
"胃窦恶性肿瘤","腹腔淋巴结继发恶性肿瘤",3
"胃窦恶性肿瘤","腹腔肿瘤",1
"胃窦恶性肿瘤","腹水",1
"胃窦恶性肿瘤","肝恶性肿瘤",1
"胃窦恶性肿瘤","肝继发恶性肿瘤",3
"胃窦恶性肿瘤","肝囊肿",1
"胃窦恶性肿瘤","高血压",2
"胃窦恶性肿瘤","高血压Ⅱ期",3
"胃窦恶性肿瘤","高血压Ⅲ期",2
"胃窦恶性肿瘤","高血压I",3
