ARCIMRowid,ARCIMCode,ARCIMDesc
4037||1,SS00071,桥小脑角胆脂瘤切除术
4038||1,SS00072,桥小脑角听神经瘤切除术
4039||1,SS00073,桥小脑角肿瘤切除术
403||1,XY01560,(限抗)头孢哌酮钠粉针(先锋铋)[1g]
4040||1,SS00074,三叉神经鞘瘤切除术
4041||1,SS00075,桥小脑角蛛网膜囊肿切除术
4042||1,SS00076,脑皮质切除术
4043||1,SS00077,大脑半球切除术
4044||1,SS00078,选择性杏仁核海马切除术
4045||1,SS00079,胼胝体切开术
4046||1,SS00080,多处软脑膜下横纤维切断术
4047||1,SS00081,癫痫病灶脑叶切除术
4048||1,SS00082,癫痫病灶软脑膜下烧灼术
4049||1,SS00083,癫痫病灶切除术
404||1,XY01647,西地那非片(万艾可)[100mg*1片]
4050||1,SS00084,脑深部电极置入术
4051||1,SS00085,小脑半球胶质瘤切除术
4052||1,SS00086,小脑半球脑脓肿切除术
4053||1,SS00087,小脑半球血管网织细胞瘤切除术
4054||1,SS00088,小脑半球转移癌切除术
4055||1,SS00089,小脑半球病变切除术
4056||1,SS00090,小脑半球自发性出血
4057||1,SS00091,脑干肿瘤切除术
4058||1,SS00092,桥脑肿瘤切除术
4059||1,SS00093,丘脑肿瘤切除术
405||1,XY01820,依西美坦片(阿诺新)[25mg*30片]
4060||1,SS00094,脑干血管畸形切除术
4061||1,SS00095,小脑实性血网切除术
4062||1,SS00096,中脑肿瘤切除术
4063||1,SS00097,自发脑干血肿切除术
4064||1,SS00098,延髓肿瘤切除术
4065||1,SS00099,鞍区颅咽管瘤切除术
4066||1,SS00100,鞍区占位病变切除术
4067||1,SS00101,垂体瘤切除术
4068||1,SS00102,视神经胶质瘤切除术
4069||1,SS00104,经鼻腔垂体瘤切除术
406||1,XY00117,阿替洛尔片[25mg*50片]
4070||1,SS00105,经口腔垂体瘤切除术
4071||1,SS00106,经口腔入路颅底斜坡肿瘤切除术
4072||1,SS00107,后颅窝底肿瘤(鞍结节脑膜瘤、侵袭性垂体瘤、脊索瘤、神经鞘瘤)切除术
4073||1,SS00108,颈静脉孔区肿瘤切除术
4074||1,SS00109,前颅窝底肿瘤(鞍结节脑膜瘤、侵袭性垂体瘤、脊索瘤、神经鞘瘤)切除术
4075||1,SS00110,前颅窝颅内外沟通性肿瘤切除术
4076||1,SS00111,颅底肿瘤切除术
4077||1,SS00112,中颅窝颅内外沟通性肿瘤切除术
4078||1,SS00113,中颅窝底肿瘤(鞍结节脑膜瘤、侵袭性垂体瘤、脊索瘤、神经鞘瘤)切除术
4079||1,SS00114,经颅内镜第三脑室底造瘘术
407||1,XY00499,非索非那定片[30mg*28片]
4080||1,SS00115,经脑室镜胶样囊肿切除术
4081||1,SS00116,脑囊虫摘除术
4082||1,SS00117,经颅内镜经鼻蝶垂体肿瘤切除术
4083||1,SS00118,经颅内镜脑内囊肿造口术
4084||1,SS00119,经颅内镜脑内异物摘除术
4085||1,SS00120,经颅内镜脑室脉络丛烧灼术
4086||1,SS00121,终板造瘘术
4087||1,SS00122,海绵窦瘘直接手术
4088||1,SS00123,前颅窝脑脊液漏修补术
4089||1,SS00124,额窦脑脊液漏修补术
408||1,XY00897,卡介菌多糖核酸注射液(迪苏)[1ml:0.35mg]
4090||1,SS00125,脑脊液漏修补术
4091||1,SS00126,中颅窝底脑脊液漏修补术
4092||1,SS00127,脑脊膜膨出修补术
4093||1,SS00128,环枕畸形减压术
4094||1,SS00129,经口齿状突切除术
4095||1,SS00130,颅缝骨化症整形术
4096||1,SS00131,骨纤维异常增殖切除整形术
4097||1,SS00132,颅缝再造术
4098||1,SS00133,大网膜颅内移植术
4099||1,SS00134,立体定向颅内取活检术
409||1,XY01275,芪明颗粒[4.5g*15袋]
4100||1,SS00135,立体定向颅内取异物
4101||1,SS00136,立体定向颅内肿瘤清除术
4102||1,SS00137,立体定向颅内肿物清除术
4103||1,SS00142,立体定向脑深部核团毁损术（舞蹈病）
4104||1,SS00143,立体定向脑深部射频治疗
4105||1,SS00144,立体定向脑深部细胞刀治疗
4106||1,SS00145,立体定向脑深部手术增加一个靶点
4107||1,SS00146,立体定向脑深部核团毁损术（癫痫）
4108||1,SS00147,立体定向脑深部核团毁损术（扭转痉挛）
4109||1,SS00148,三叉神经感觉后根切断术
410||1,XY00119,阿托伐他汀钙片(阿乐)[10mg*7片]
4110||1,SS00149,三叉神经周围支切断术
4111||1,SS00150,三叉神经撕脱术
4112||1,SS00152,颞部开颅三叉神经节切断术
4113||1,SS00153,迷路后三叉神经切断术
4114||1,SS00154,经颅内镜神经微血管减压术加收
4115||1,SS00155,迷走神经微血管减压术
4116||1,SS00156,面神经微血管减压术
4117||1,SS00158,听神经微血管减压术
4118||1,SS00159,三叉神经微血管减压术
4119||1,SS00160,颅神经微血管减压术
411||1,XY00120,阿托伐他汀片(立普妥)[20mg*7片]
4120||1,SS00161,肌筋膜悬吊术及神经断端直接吻合术
4121||1,SS00162,局部同一创面的神经移植术
4122||1,SS00163,面神经简单修复术
4123||1,SS00164,听神经瘤手术中颅内直接吻合术
4124||1,SS00165,面副神经吻合术
4125||1,SS00166,面神经吻合术
4126||1,SS00167,面舌下神经吻合术
4127||1,SS00168,面神经跨面移植术
4128||1,SS00169,面神经松解减压术
4129||1,SS00170,面神经周围支配的外周部分松解减压术
412||1,XY00105,阿那曲唑片(瑞婷)[1mg*14片]1
4130||1,SS00171,经耳面神经梳理术
4131||1,SS00172,面神经周围神经移植术
4132||1,SS00173,经迷路前庭神经切断术
4133||1,SS00174,迷路后前庭神经切断术
4134||1,SS00175,经内镜前庭神经切断术
4135||1,SS00176,经乙状窦后进路三叉神经切断术
4136||1,SS00177,经乙状窦后进路舌咽神经切断术
4137||1,SS00178,经乙状窦后进路神经切断术
4138||1,SS00180,经颅脑脊液耳漏修补术
4139||1,SS00181,颅内基底动脉瘤夹闭切除术
413||1,XY00125,阿维A胶囊(方希)[10mg*30片]
4140||1,SS00182,颅内巨大动脉瘤夹闭切除术，多夹除动脉瘤加收
4141||1,SS00183,颅内巨大动脉瘤夹闭切除术
4142||1,SS00184,颅内大脑后动脉瘤夹闭切除术
4143||1,SS00185,颅内动脉瘤夹闭术
4144||1,SS00186,颅内动脉瘤夹闭术，多夹除动脉瘤加收
4145||1,SS00187,颅内动脉瘤单纯栓塞术
4146||1,SS00188,颅内动脉瘤生物胶包裹术
4147||1,SS00189,颅内动脉瘤包裹术
4148||1,SS00190,颅内动脉瘤肌肉包裹术
4149||1,SS00191,颅内巨大动静脉畸形栓塞后切除术
414||1,XY00383,地奈德乳膏(力言卓)[15g:7.5mg]
4150||1,SS00192,脑干周围的小于4cm深部血管畸形栓塞后切除术
4151||1,SS00193,脑室周围的小于4cm深部血管畸形栓塞后切除术
4152||1,SS00194,颅内动静脉畸形切除术
4153||1,SS00195,脑动脉瘤动静脉畸形切除术
4154||1,SS00196,动脉瘤与动静脉畸形切除术（不在同一部位）
4155||1,SS00197,颈内动脉内膜剥脱＋行动脉成形术
4156||1,SS00198,颈内动脉内膜剥脱术
4157||1,SS00199,椎动脉内膜剥脱+行动脉成形术
4158||1,SS00200,椎动脉内膜剥脱术
4159||1,SS00201,椎动脉减压术
415||1,XY01498,他扎罗汀乳膏[15g:15mg]
4160||1,SS00202,颈动脉外膜剥脱术
4161||1,SS00203,颈外动脉外膜剥脱术
4162||1,SS00204,颈总动脉外膜剥脱术
4163||1,SS00205,颈内动脉外膜剥脱术
4164||1,SS00206,迷走神经剥离术
4165||1,SS00207,颈总动脉大脑中动脉吻合术
4166||1,SS00208,颞浅动脉-大脑中动脉吻合术
4167||1,SS00209,取大隐静脉加收
4168||1,SS00210,颅外内动脉搭桥术
4169||1,SS00211,颞肌颞浅动脉贴敷术
416||1,XY01593,维A酸乳膏[15g:15mg]
4170||1,SS00212,颈动脉结扎术
4171||1,SS00213,颈内动脉结扎术
4172||1,SS00214,颈外动脉结扎术
4173||1,SS00215,颈总动脉结扎术
4174||1,SS00216,颅内血管重建术
4175||1,SS00217,脊髓和神经根粘连松解术
4176||1,SS00218,脊髓空洞症内引流术
4177||1,SS00219,脊髓丘脑束切断术
4178||1,SS00220,脊髓栓系综合症手术
4179||1,SS00221,脊髓前连合切断术
417||1,XY01598,维胺脂维E乳膏[15g]
4180||1,SS00222,硬膜下脓肿切开引流术
4181||1,SS00223,椎管内脓肿切开引流术
4182||1,SS00224,脊髓内病变切除术
4183||1,SS00225,脊髓内病变切除术肿瘤长度超过5cm以上的肿瘤加收
4184||1,SS00226,脊髓内肿瘤切除术
4185||1,SS00227,脊髓内血肿清除术
4186||1,SS00228,硬脊膜外黄韧带增厚
4187||1,SS00229,硬脊膜外结核瘤切除术
4188||1,SS00230,硬脊膜外肿瘤切除术
4189||1,SS00231,硬脊膜外转移瘤切除术
418||1,XY00127,阿魏酸哌嗪片[50mg*180片]
4190||1,SS00232,硬脊膜外椎间盘突出
4191||1,SS00233,脊髓硬膜外病变切除术
4192||1,SS00234,硬脊膜外血肿切除术
4193||1,SS00235,髓外硬脊膜下病变切除术
4194||1,SS00236,髓外硬脊膜下病变切除术肿瘤长度超过5cm以上的肿瘤加收
4195||1,SS00237,髓外硬脊膜下血肿切除术
4196||1,SS00238,髓外硬脊膜下肿瘤切除术
4197||1,SS00239,脊髓外露修补术
4198||1,SS00240,脊髓动静脉畸形切除术
4199||1,SS00241,脊髓蛛网膜下腔腹腔分流术
419||1,XY00479,伐昔洛韦分散片(丽科分)[0.3g*6片]
41||1,XY00554,妇炎舒胶囊[0.4g*48粒]
4200||1,SS00242,脊髓蛛网膜下腔输尿管分流术
4201||1,SS00243,选择性脊神经后根切断术（SPR）
4202||1,SS00244,胸腰交感神经节切断术
4203||1,SS00245,经胸腔镜交感神经链切除术
4204||1,SS00246,腰骶部潜毛窦切除术
4205||1,SS00247,经皮穿刺骶神经囊肿治疗术
4206||1,SS00248,马尾神经吻合术
4207||1,SS00249,脑脊液置换术
4208||1,SS00250,欧玛亚（Omaya）管置入术
4209||1,SS00251,内分泌系统手术使用胸腔镜加收
420||1,XY00700,更昔洛韦眼用凝胶(丽科明)[5g:7.5mg]
4210||1,SS00252,内分泌系统手术使用腹腔镜加收
4211||1,SS00253,垂体细胞移植术
4212||1,SS00254,甲状旁腺腺瘤切除术
4213||1,SS00255,甲状旁腺大部切除术
4214||1,SS00256,甲状旁腺移植术
4215||1,SS00257,甲状旁腺细胞移植术
4216||1,SS00258,甲状旁腺癌根治术
4217||1,SS00259,甲状腺穿刺活检术
4218||1,SS00260,甲状腺注射
4219||1,SS00261,甲状腺抽液术
421||1,XY00957,兰索拉唑肠溶片(兰索星)[15mg*18片]
4220||1,SS00262,甲状腺囊肿切除术
4221||1,SS00263,甲状腺部分切除术
4222||1,SS00264,甲状腺瘤切除术
4223||1,SS00265,甲状腺次全切除术
4224||1,SS00266,甲状腺全切术
4225||1,SS00267,甲状腺癌根治术
4226||1,SS00268,甲状腺癌扩大根治术
4227||1,SS00269,甲状腺癌根治术联合胸骨劈开上纵隔清扫术
4228||1,SS00270,甲状腺细胞移植术
4229||1,SS00271,甲状舌管瘘切除术
422||1,XY00128,阿昔洛韦粉针[0.25g]111111
4230||1,SS00272,甲状舌管囊肿切除术
4231||1,SS00273,胎儿甲状腺移植术
4232||1,SS00274,喉返神经吻合术
4233||1,SS00275,喉返神经移植术
4234||1,SS00276,喉返神经探查术
4235||1,SS00277,胸腺扩大切除术
4236||1,SS00278,胸腺切除术
4237||1,SS00279,胸腺肿瘤切除术
4238||1,SS00280,胸腺移植术
4239||1,SS00281,异位胸腺移植术
423||1,XY01788,氧氟沙星滴眼液[5ml:15mg]
4240||1,SS00282,原位胸腺移植术
4241||1,SS00283,胸腺细胞移植术
4242||1,SS00284,肾上腺部分切除术
4243||1,SS00285,肾上腺切除显微手术
4244||1,SS00286,肾上腺切除术
4245||1,SS00287,肾上腺全切除术
4246||1,SS00288,肾上腺嗜铬细胞瘤切除术
4247||1,SS00289,恶性嗜铬细胞瘤根治术
4248||1,SS00290,微囊化牛肾上腺嗜铬细胞（BCC）移植术
4249||1,SS00291,肾上腺移植术
424||1,XY01020,硫辛酸注射液(亚宝力舒)[6ml:0.15g]
4250||1,SS00292,眼部手术使用显微镜加收
4251||1,SS00293,眼睑肿物切除术+植皮
4252||1,SS00294,眼睑肿物切除术
4253||1,SS00295,睑板断裂缝合术
4254||1,SS00296,提上睑肌断裂缝合术
4255||1,SS00297,眼睑结膜裂伤缝合术
4256||1,SS00298,眼睑全层裂伤缝合术
4257||1,SS00299,内眦韧带断裂修复术
4258||1,SS00300,肌瓣移植加收
4259||1,SS00301,提上睑肌缩短术
425||1,XY01341,去甲斑蝥素注射液[2ml:10mg]
4260||1,SS00302,提上睑肌悬吊术
4261||1,SS00303,上睑下垂矫正术
4262||1,SS00304,睑下垂矫正联合眦整形术
4263||1,SS00305,额肌悬吊矫正术
4264||1,SS00306,睑板再造矫正术
4265||1,SS00307,睑退缩矫正术
4266||1,SS00308,睫毛再造加收
4267||1,SS00309,上睑退缩矫正术
4268||1,SS00310,下睑退缩矫正术
4269||1,SS00311,眼睑缺损整形术
426||1,XY01673,(高危C)香丹注射液[20ml*3支]
4270||1,SS00312,眼缘成形术
4271||1,SS00313,异体巩膜移植矫正术
4272||1,SS00314,异体巩膜植皮矫正术
4273||1,SS00316,提上睑肌缩短矫正术
4274||1,SS00317,睑内翻矫正术
4275||1,SS00318,睑外翻矫正术
4276||1,SS00319,睑外翻矫正术+植皮
4277||1,SS00320,睑裂缝合术
4278||1,SS00321,游离植皮睑成形术
4279||1,SS00322,内眦赘皮矫治术
427||1,XY01888,鱼腥草滴眼液[8ml]
4280||1,SS00323,重睑成形术
4281||1,SS00324,激光重睑整形术
4282||1,SS00325,双行睫矫正术
4283||1,SS00326,眼袋整形术
4284||1,SS00327,眼袋整形术+泪腺悬吊
4285||1,SS00328,内外眦成形术
4286||1,SS00329,睑缘粘连术
4287||1,SS00330,泪阜部肿瘤单纯切除术
4288||1,SS00331,泪腺脱垂矫正术
4289||1,SS00332,泪小点外翻矫正术
428||1,XY00339,达卡巴嗪粉针[100mg]
4290||1,SS00333,泪小管吻合术
4291||1,SS00334,泪囊摘除术
4292||1,SS00335,睑部泪腺摘除术
4293||1,SS00336,泪囊结膜囊吻合术
4294||1,SS00337,鼻腔泪囊吻合术
4295||1,SS00338,经鼻内镜鼻腔泪囊吻合术
4296||1,SS00339,鼻泪道穿线再通术
4297||1,SS00340,鼻泪道再通术
4298||1,SS00341,鼻泪道义管植入再通术
4299||1,SS00342,泪道成形术
429||1,XY00104,阿那曲唑片(瑞宁得)[1mg*14片]
42||1,XY00781,黄龙止咳颗粒[10g*10袋]11111
4300||1,SS00343,泪道成形术（激光）
4301||1,SS00344,睑球粘连分离术
4302||1,SS00345,自体粘膜移植术
4303||1,SS00346,结膜移植术
4304||1,SS00347,结膜色素痣切除术
4305||1,SS00348,结膜肿物切除术
4306||1,SS00349,结膜淋巴管积液清除术
4307||1,SS00350,结膜囊成形术
4308||1,SS00351,球结膜瓣复盖术
4309||1,SS00352,麦粒肿切除术
430||1,XY00133,埃索美拉唑粉针(耐信)[40mg]作废
4310||1,SS00353,麦粒肿切开术
4311||1,SS00354,霰粒肿切除术
4312||1,SS00355,下穹隆成形术
4313||1,SS00356,球结膜放射状切开冲洗+减压术
4314||1,SS00357,酸碱烧伤减压冲洗术
4315||1,SS00358,眼突减压术
4316||1,SS00359,表层角膜镜片镶嵌术
4317||1,SS00360,近视性放射状角膜切开术
4318||1,SS00361,角膜缝环固定术
4319||1,SS00362,角膜拆线
431||1,XY00134,埃索美拉唑镁肠溶片(耐信)[40mg*7片]
4320||1,SS00363,角膜基质环植入术
4321||1,SS00364,角膜深层异物取出术
4322||1,SS00365,单纯角膜肿物切除术
4323||1,SS00366,翼状胬肉切除术
4324||1,SS00367,翼状胬肉转位术
4325||1,SS00368,翼状胬肉切除+角膜移植术
4326||1,SS00369,干细胞移植加收
4327||1,SS00370,角膜白斑染色术
4328||1,SS00372,角膜移植术
4329||1,SS00373,羊膜移植术
432||1,XY00239,比卡鲁胺片(康士得)[50mg*28片]
4330||1,SS00374,角膜移植联合视网膜复位术
4331||1,SS00375,瞳孔再造术
4332||1,SS00376,虹膜全切除术
4333||1,SS00377,虹膜周边切除术
4334||1,SS00378,虹膜根部离断修复术
4335||1,SS00379,虹膜贯穿术
4336||1,SS00380,虹膜囊肿切除术
4337||1,SS00381,人工虹膜隔植入术
4338||1,SS00382,睫状体剥离术
4339||1,SS00383,睫状体断离复位术
433||1,XY00491,非洛地平缓释片(波依定)[5mg*10片]
4340||1,SS00384,睫状体及脉络膜上腔放液术
4341||1,SS00385,睫状体特殊治疗
4342||1,SS00386,睫状体特殊治疗（光凝法）
4343||1,SS00387,前房角切开术
4344||1,SS00388,前房结血清除术
4345||1,SS00389,使用前房角镜加收
4346||1,SS00390,前房成形术
4347||1,SS00391,青光眼滤过术
4348||1,SS00392,青光眼滤过术（巩膜灼滤）
4349||1,SS00393,青光眼滤过术（虹膜嵌顿）
434||1,XY00803,吉非替尼片(易瑞沙)[250mg*10片]
4350||1,SS00394,青光眼滤过术（小梁切除）
4351||1,SS00395,非穿透性小梁切除＋透明质酸钠凝胶充填术
4352||1,SS00396,小梁切开术
4353||1,SS00397,小梁切开联合小梁切除术
4354||1,SS00398,青光眼硅管植入术
4355||1,SS00399,青光眼滤帘修复术
4356||1,SS00400,青光眼滤过泡分离术
4357||1,SS00401,青光眼滤过泡修补术
4358||1,SS00402,巩膜缩短术
4359||1,SS00403,白内障截囊吸取术
435||1,XY01119,美托洛尔缓释片(倍他乐克)[47.5mg*7片]
4360||1,SS00404,白内障囊膜切除术
4361||1,SS00405,白内障囊内摘除术
4362||1,SS00406,白内障囊外摘除术
4363||1,SS00407,白内障超声乳化摘除术
4364||1,SS00408,白内障囊外摘除+人工晶体植入术
4365||1,SS00409,人工晶体复位术
4366||1,SS00410,人工晶体置换术
4367||1,SS00411,二期人工晶体植入术
4368||1,SS00412,白内障超声乳化摘除术+人工晶体植入术
4369||1,SS00413,人工晶体睫状沟固定术
436||1,XY01120,美托洛尔片(倍他乐克)[25mg*20片]
4370||1,SS00414,人工晶体取出术
4371||1,SS00415,白内障青光眼联合手术
4372||1,SS00416,白内障摘除联合青光眼硅管植入术
4373||1,SS00417,白内障囊外摘除联合青光眼人工晶体植入术
4374||1,SS00418,穿透性角膜移植联合白内障囊外摘除及人工晶体植入术(三联术)
4375||1,SS00419,白内障摘除联合玻璃体切割术
4376||1,SS00420,球内异物取出术联合晶体玻璃体切除及人工晶体植入术(四联术)
4377||1,SS00421,非正常晶体手术
4378||1,SS00422,晶体半脱位手术
4379||1,SS00423,抗青光眼术后手术
437||1,XY01508,特布他林片(博利康尼)[2.5mg*20片]
4380||1,SS00424,瞳孔广泛粘连强直手术
4381||1,SS00425,玻璃体穿刺抽液术
4382||1,SS00426,玻璃体穿刺注药术
4383||1,SS00427,玻璃体切除术
4384||1,SS00428,玻璃体内猪囊尾蚴取出术
4385||1,SS00429,视网膜脱离内加压修复术
4386||1,SS00430,视网膜脱离外加压修复术
4387||1,SS00431,视网膜脱离环扎术修复术
4388||1,SS00432,视网膜脱离修复术
4389||1,SS00433,黄斑裂孔视网膜脱离修复术
438||1,XY01225,帕米磷酸二钠粉针[15mg]
4390||1,SS00434,膜增殖视网膜脱离修复术
4391||1,SS00435,复杂视网膜脱离修复术
4392||1,SS00436,巨大裂孔视网膜脱离修复术
4393||1,SS00437,视网膜下膜取出术
4394||1,SS00438,黄斑裂孔注气术
4395||1,SS00439,黄斑裂孔封闭术
4396||1,SS00440,黄斑前膜术
4397||1,SS00441,黄斑下膜取出术
4398||1,SS00442,黄斑转位术
4399||1,SS00443,色素膜肿物切除术
439||1,XY00136,(高危A)艾司洛尔(欣洛平)注射液[1ml:0.1g]
